PROGRAMA,SETOR,GRANDE ÁREA CNPQ,ÁREA CNPQ,SITUAÇÃO ATUAL,CURSO BOLSISTA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEMA     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MATEMATICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEMA     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MATEMATICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"QUIMICA, NUTRICAO, CIENCIAS BIOLOGICAS"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MATEMATICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEMA     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MATEMATICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEEFD     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"EDUCACAO FISICA, EDUCACAO FISICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEEFD     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEEFD     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,QUIMICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,JORNALISMO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"QUIMICA, QUIMICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,"QUIMICA, QUIMICA INDUSTRIAL"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEMA     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,MATEMATICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,QUIMICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,FISICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,QUIMICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,CEDUFOP   ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,EDUCACAO FISICA
PROGRAMA DE BOLSAS INSTITUCIONAIS DE INICIAÇÃO CIENTÍFICA JR. - FAPEMIG,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,", "
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,FISICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEDIR     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,DIREITO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEBIO     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,FISICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,FISICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEFIS     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,FISICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEGEP     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"MUSICA, LETRAS"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEGEP     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,"NUTRICAO, ADMINISTRACAO PUBLICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MUSICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEST     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,ESTATISTICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"ARTES CENICAS, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEMA     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEMA     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,HISTORIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEMA     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MATEMATICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,EDUCACAO FISICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,LETRAS PORTUGUES
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"ARTES CENICAS, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,ARTES CENICAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,ENGENHARIA GEOLOGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,ATIVO,EDUCACAO FISICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,HISTORIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,JORNALISMO
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,HISTORIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEETE     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,HISTORIA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,"PEDAGOGIA, PEDAGOGIA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,QUIMICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,LETRAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,HISTORIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,PEDAGOGIA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEEDU     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MEDICINA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DECME     ,"CIÊNCIAS HUMANAS, LETRAS E ARTES",EDUCAÇÃO,CONCLUÍDO,MEDICINA
