PROGRAMA,SETOR,GRANDE ÁREA CNPQ,ÁREA CNPQ,SITUAÇÃO ATUAL,CURSO BOLSISTA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA  METALURGICA E DE MATERIAIS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA  METALURGICA E DE MATERIAIS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA  METALURGICA E DE MATERIAIS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA  METALURGICA E DE MATERIAIS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA CIVIL
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEPRO     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA DE PRODUCAO
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEFIS     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,MUSICA
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA  METALURGICA E DE MATERIAIS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA  METALURGICA E DE MATERIAIS,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, QUIMICA, QUIMICA INDUSTRIAL"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"QUIMICA INDUSTRIAL, QUIMICA INDUSTRIAL"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, QUIMICA INDUSTRIAL"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, QUIMICA INDUSTRIAL"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"QUIMICA INDUSTRIAL, QUIMICA INDUSTRIAL"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ATIVO,QUIMICA INDUSTRIAL
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO/UFOP,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"QUIMICA INDUSTRIAL, QUIMICA INDUSTRIAL"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA DE MINAS,DEMIN     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA DE MINAS
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP/PIBIC/FAPEMIG,DEMIN     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA DE MINAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,QUIMICA INDUSTRIAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - CONVENIO CPRM/CNPQ/UFOP,DEMIN     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA DE MINAS
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA - AÇÕES AFIRMATIVAS,DEMIN     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA DE MINAS
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLOGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA ESPECIAL PARA ALUNOS DO CURSO DE ENGENHARIA  METALURGICA E DE MATERIAIS,DEQUI     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEFIS     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA MECANICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,CIENCIAS BIOLOGICAS
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA AMBIENTAL
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEPRO     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA AMBIENTAL
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA DE BOLSAS DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DA FAPEMIG,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO EM DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO,DEFIS     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA MECANICA
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEFIS     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA MECANICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,"ENGENHARIA METALURGICA, ENGENHARIA METALURGICA"
PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA DE INICIAÇÃO À PESQUISA - 1º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEPRO     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA DE PRODUCAO
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEMET     ,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,CONCLUÍDO,ENGENHARIA METALURGICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 2º SEMESTRE,DEMAT     ,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,ATIVO,MATEMATICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEMAT     ,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,CONCLUÍDO,MATEMATICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEMAT     ,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,CONCLUÍDO,MATEMATICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEMAT     ,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,CONCLUÍDO,MATEMATICA
PROGRAMA INSTITUCIONAL DE VOLUNTÁRIOS DE INICIAÇÃO CIENTÍFICA DA UFOP - 1º SEMESTRE,DEMAT     ,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,CONCLUÍDO,MATEMATICA
